Frame,Running Gait Cycle,Sub Phase,% Cycle,Trunk Lean,Front Knee Angle,Back Knee Angle,Front Hip Angle,Angle Each Body %,Result
188,16,Initial Contact,39.63%,3.98 (Inaccurate ),16.95 (Accurate ),136.53 (Inaccurate ),21.08 (Accurate ),50.0 % ,Satisfactory
189,16,Initial Contact,39.68%,5.4 (Accurate ),25.6 (Accurate ),122.12 (Accurate ),17.62 (Accurate ),100.0 % ,Good
190,16,Initial Contact,39.74%,8.55 (Accurate ),27.37 (Accurate ),120.45 (Accurate ),11.76 (Inaccurate ),75.0 % ,Good
191,16,Initial Contact,39.79%,9.94 (Accurate ),37.13 (Accurate ),54.49 (Inaccurate ),12.18 (Inaccurate ),50.0 % ,Satisfactory
192,16,Terminal Stance,20.57%,9.77 (Accurate ),31.1 (Inaccurate ),46.94 (Inaccurate ),15.4 (Inaccurate ),25.0 % ,Should Improve
193,16,Terminal Stance,20.73%,9.9 (Accurate ),12.27 (Inaccurate ),42.19 (Inaccurate ),17.65 (Inaccurate ),25.0 % ,Should Improve
194,16,Midstance,15.98%,9.6 (Accurate ),43.01 (Accurate ),21.0 (Accurate ),15.82 (Accurate ),100.0 % ,Good
195,16,Terminal Swing,23.85%,9.12 (Accurate ),90.41 (Inaccurate ),13.55 (Accurate ),10.97 (Accurate ),75.0 % ,Good
196,16,Terminal Swing,23.98%,8.49 (Accurate ),121.79 (Accurate ),16.31 (Accurate ),5.31 (Accurate ),100.0 % ,Good
197,16,Terminal Swing,24.11%,7.83 (Accurate ),100.73 (Accurate ),13.9 (Accurate ),15.71 (Accurate ),100.0 % ,Good
198,16,Terminal Swing,24.24%,7.48 (Accurate ),142.42 (Inaccurate ),11.58 (Accurate ),15.66 (Accurate ),75.0 % ,Good
199,16,Terminal Swing,24.37%,6.19 (Accurate ),134.05 (Accurate ),15.15 (Accurate ),28.58 (Accurate ),100.0 % ,Good
200,17,Terminal Stance,20.25%,5.24 (Accurate ),101.96 (Inaccurate ),14.41 (Accurate ),44.18 (Accurate ),75.0 % ,Good
201,17,Terminal Stance,20.4%,5.12 (Accurate ),71.02 (Accurate ),10.15 (Accurate ),54.0 (Accurate ),100.0 % ,Good
202,17,Initial Contact,39.85%,4.15 (Accurate ),51.14 (Inaccurate ),18.26 (Accurate ),47.99 (Accurate ),75.0 % ,Good
203,17,Initial Contact,39.9%,3.97 (Inaccurate ),30.69 (Accurate ),42.42 (Accurate ),41.62 (Accurate ),75.0 % ,Good
204,17,Initial Contact,39.95%,3.38 (Inaccurate ),17.76 (Accurate ),78.83 (Inaccurate ),34.0 (Accurate ),50.0 % ,Satisfactory
205,17,Initial Contact,40.0%,3.27 (Inaccurate ),17.74 (Accurate ),108.64 (Accurate ),30.97 (Accurate ),75.0 % ,Good
206,17,Initial Contact,40.05%,3.45 (Inaccurate ),22.2 (Accurate ),128.72 (Accurate ),27.18 (Accurate ),75.0 % ,Good
207,17,Initial Contact,40.1%,4.93 (Accurate ),22.38 (Accurate ),105.48 (Accurate ),20.41 (Accurate ),100.0 % ,Good
208,17,Midstance,16.11%,7.03 (Accurate ),59.72 (Inaccurate ),43.84 (Accurate ),19.94 (Accurate ),75.0 % ,Good
209,17,Midstance,16.27%,9.1 (Accurate ),22.77 (Accurate ),84.02 (Inaccurate ),5.2 (Inaccurate ),50.0 % ,Satisfactory
210,17,Midstance,16.43%,9.91 (Accurate ),16.02 (Accurate ),54.33 (Accurate ),4.44 (Inaccurate ),75.0 % ,Good
211,17,Terminal Stance,20.38%,10.46 (Accurate ),28.33 (Inaccurate ),40.22 (Accurate ),3.89 (Inaccurate ),50.0 % ,Satisfactory
212,17,Midstance,16.51%,10.81 (Accurate ),33.36 (Accurate ),36.9 (Accurate ),15.06 (Accurate ),100.0 % ,Good
213,17,Terminal Swing,23.94%,10.04 (Accurate ),73.03 (Inaccurate ),24.59 (Accurate ),15.65 (Accurate ),75.0 % ,Good
214,17,Terminal Swing,24.07%,9.44 (Accurate ),111.31 (Accurate ),16.24 (Accurate ),11.22 (Accurate ),100.0 % ,Good
215,17,Terminal Swing,24.19%,8.52 (Accurate ),119.04 (Accurate ),17.23 (Accurate ),7.49 (Accurate ),100.0 % ,Good
216,18,Midstance,16.44%,8.22 (Accurate ),46.56 (Inaccurate ),7.55 (Accurate ),18.02 (Accurate ),75.0 % ,Good
217,18,Terminal Swing,24.19%,6.89 (Accurate ),143.25 (Inaccurate ),15.93 (Accurate ),16.94 (Accurate ),75.0 % ,Good
218,18,Terminal Swing,24.31%,6.49 (Accurate ),108.12 (Accurate ),17.1 (Accurate ),21.46 (Accurate ),100.0 % ,Good
219,19,Terminal Stance,19.86%,5.64 (Accurate ),90.01 (Inaccurate ),14.62 (Accurate ),41.43 (Accurate ),75.0 % ,Good
220,19,Terminal Stance,20.0%,4.63 (Accurate ),47.91 (Accurate ),5.49 (Accurate ),28.27 (Accurate ),100.0 % ,Good
221,19,Initial Contact,39.37%,3.86 (Inaccurate ),38.51 (Accurate ),31.5 (Accurate ),39.92 (Accurate ),75.0 % ,Good
222,19,Initial Contact,39.41%,3.28 (Inaccurate ),23.97 (Accurate ),62.35 (Inaccurate ),35.17 (Accurate ),50.0 % ,Satisfactory
223,19,Initial Contact,39.46%,3.18 (Inaccurate ),14.91 (Accurate ),99.93 (Accurate ),28.18 (Accurate ),75.0 % ,Good
224,19,Initial Contact,39.51%,3.51 (Inaccurate ),17.86 (Accurate ),122.58 (Accurate ),25.66 (Accurate ),75.0 % ,Good
225,19,Initial Contact,39.56%,4.26 (Accurate ),13.63 (Accurate ),137.57 (Inaccurate ),20.14 (Accurate ),75.0 % ,Good
226,19,Initial Contact,39.6%,5.65 (Accurate ),28.26 (Accurate ),128.05 (Accurate ),18.1 (Accurate ),100.0 % ,Good
227,19,Initial Contact,39.65%,7.7 (Accurate ),19.88 (Accurate ),112.93 (Inaccurate ),5.09 (Inaccurate ),50.0 % ,Satisfactory
228,19,Midstance,16.67%,9.36 (Accurate ),28.98 (Accurate ),89.86 (Inaccurate ),4.37 (Inaccurate ),50.0 % ,Satisfactory
229,19,Initial Contact,39.52%,10.46 (Accurate ),62.12 (Inaccurate ),14.35 (Inaccurate ),56.17 (Accurate ),50.0 % ,Satisfactory
230,19,Initial Contact,39.57%,10.28 (Accurate ),50.96 (Inaccurate ),14.16 (Inaccurate ),59.41 (Accurate ),50.0 % ,Satisfactory
231,19,Terminal Stance,20.35%,9.34 (Accurate ),43.05 (Accurate ),3.81 (Inaccurate ),18.7 (Inaccurate ),50.0 % ,Satisfactory
237,19,Initial Contact,39.44%,2.02 (Inaccurate ),26.51 (Accurate ),103.09 (Inaccurate ),8.12 (Inaccurate ),25.0 % ,Should Improve
238,19,Initial Contact,39.48%,2.93 (Inaccurate ),16.98 (Accurate ),78.25 (Inaccurate ),2.03 (Inaccurate ),25.0 % ,Should Improve
239,19,Initial Contact,39.74%,4.34 (Accurate ),13.4 (Accurate ),62.42 (Inaccurate ),8.98 (Inaccurate ),50.0 % ,Satisfactory
240,19,Initial Contact,40.0%,4.36 (Accurate ),13.65 (Accurate ),48.84 (Inaccurate ),16.09 (Accurate ),75.0 % ,Good
241,19,Midstance,16.74%,4.92 (Accurate ),23.64 (Accurate ),32.46 (Accurate ),16.48 (Accurate ),100.0 % ,Good
242,19,Midstance,16.88%,4.75 (Accurate ),10.76 (Accurate ),24.07 (Accurate ),12.64 (Accurate ),100.0 % ,Good
243,19,Midstance,17.02%,3.65 (Inaccurate ),70.13 (Inaccurate ),19.76 (Accurate ),11.29 (Accurate ),50.0 % ,Satisfactory
244,19,Terminal Swing,23.22%,3.47 (Inaccurate ),128.96 (Accurate ),21.02 (Accurate ),4.22 (Inaccurate ),50.0 % ,Satisfactory
245,19,Terminal Swing,23.33%,3.43 (Inaccurate ),122.81 (Accurate ),16.72 (Accurate ),11.79 (Accurate ),75.0 % ,Good
246,19,Terminal Swing,23.44%,3.27 (Inaccurate ),133.92 (Accurate ),12.89 (Accurate ),15.36 (Accurate ),75.0 % ,Good
247,19,Terminal Swing,23.55%,0.84 (Inaccurate ),119.24 (Accurate ),13.97 (Accurate ),24.44 (Accurate ),75.0 % ,Good
248,20,Midstance,16.87%,-0.85 (Inaccurate ),74.87 (Inaccurate ),14.6 (Accurate ),35.04 (Accurate ),50.0 % ,Satisfactory
249,20,Initial Contact,40.57%,-2.2 (Inaccurate ),50.7 (Inaccurate ),14.97 (Accurate ),37.08 (Accurate ),50.0 % ,Satisfactory
250,20,Initial Contact,40.61%,-2.94 (Inaccurate ),34.29 (Accurate ),35.23 (Accurate ),33.06 (Accurate ),75.0 % ,Good
251,20,Initial Contact,40.65%,-3.48 (Inaccurate ),21.92 (Accurate ),52.99 (Inaccurate ),27.67 (Accurate ),50.0 % ,Satisfactory
252,20,Initial Contact,40.69%,-3.39 (Inaccurate ),17.04 (Accurate ),98.48 (Accurate ),21.69 (Accurate ),75.0 % ,Good
253,20,Initial Contact,40.73%,-3.11 (Inaccurate ),19.84 (Accurate ),124.37 (Accurate ),17.78 (Accurate ),75.0 % ,Good
254,20,Midstance,17.07%,-1.97 (Inaccurate ),54.21 (Inaccurate ),9.44 (Accurate ),12.94 (Accurate ),50.0 % ,Satisfactory
255,20,Initial Contact,41.0%,-0.4 (Inaccurate ),28.0 (Accurate ),45.77 (Inaccurate ),8.29 (Inaccurate ),25.0 % ,Should Improve
256,20,Initial Contact,41.04%,2.39 (Inaccurate ),22.06 (Accurate ),83.4 (Inaccurate ),0.55 (Inaccurate ),25.0 % ,Should Improve
257,20,Initial Contact,41.27%,4.53 (Accurate ),16.27 (Accurate ),71.12 (Inaccurate ),6.69 (Inaccurate ),50.0 % ,Satisfactory
258,20,Initial Contact,41.5%,4.36 (Accurate ),23.15 (Accurate ),55.55 (Inaccurate ),2.9 (Inaccurate ),50.0 % ,Satisfactory
259,20,Midstance,17.13%,4.71 (Accurate ),16.34 (Accurate ),40.2 (Inaccurate ),17.45 (Accurate ),75.0 % ,Good
260,20,Initial Contact,41.76%,5.3 (Accurate ),3.43 (Accurate ),26.33 (Accurate ),14.1 (Inaccurate ),75.0 % ,Good
261,20,Midstance,17.19%,5.63 (Accurate ),53.3 (Inaccurate ),19.16 (Accurate ),11.74 (Accurate ),75.0 % ,Good
262,20,Terminal Swing,22.76%,4.3 (Accurate ),124.9 (Accurate ),22.5 (Accurate ),7.41 (Accurate ),100.0 % ,Good
263,20,Terminal Swing,22.87%,3.81 (Inaccurate ),107.01 (Accurate ),20.08 (Accurate ),8.11 (Accurate ),75.0 % ,Good
264,20,Terminal Swing,22.97%,3.63 (Inaccurate ),142.84 (Inaccurate ),15.21 (Accurate ),9.12 (Accurate ),50.0 % ,Satisfactory
265,20,Terminal Swing,23.08%,2.23 (Inaccurate ),131.58 (Accurate ),14.41 (Accurate ),18.31 (Accurate ),75.0 % ,Good
266,21,Midstance,17.05%,0.92 (Inaccurate ),88.35 (Inaccurate ),14.95 (Accurate ),29.58 (Accurate ),50.0 % ,Satisfactory
267,21,Initial Contact,41.98%,-0.67 (Inaccurate ),61.12 (Inaccurate ),27.1 (Accurate ),36.28 (Accurate ),50.0 % ,Satisfactory
268,21,Initial Contact,42.02%,-2.21 (Inaccurate ),39.64 (Accurate ),39.71 (Accurate ),33.41 (Accurate ),75.0 % ,Good
269,21,Initial Contact,42.05%,-2.44 (Inaccurate ),26.25 (Accurate ),54.39 (Inaccurate ),29.7 (Accurate ),50.0 % ,Satisfactory
270,21,Initial Contact,42.08%,-2.75 (Inaccurate ),16.79 (Accurate ),74.74 (Inaccurate ),22.82 (Accurate ),50.0 % ,Satisfactory
271,21,Initial Contact,42.11%,-2.05 (Inaccurate ),17.43 (Accurate ),127.59 (Accurate ),19.64 (Accurate ),75.0 % ,Good
272,21,Initial Contact,42.13%,-0.73 (Inaccurate ),17.86 (Accurate ),54.06 (Inaccurate ),16.49 (Accurate ),50.0 % ,Satisfactory
273,21,Initial Contact,42.16%,2.11 (Inaccurate ),24.97 (Accurate ),36.19 (Accurate ),12.72 (Inaccurate ),50.0 % ,Satisfactory
274,21,Initial Contact,42.19%,3.8 (Inaccurate ),22.88 (Accurate ),99.55 (Inaccurate ),5.16 (Inaccurate ),25.0 % ,Should Improve
275,21,Initial Contact,42.22%,6.03 (Accurate ),15.18 (Accurate ),89.21 (Inaccurate ),5.27 (Inaccurate ),50.0 % ,Satisfactory
276,21,Initial Contact,42.44%,5.94 (Accurate ),28.32 (Accurate ),61.69 (Inaccurate ),0.88 (Inaccurate ),50.0 % ,Satisfactory
277,21,Initial Contact,42.65%,5.89 (Accurate ),24.4 (Accurate ),43.99 (Inaccurate ),0.62 (Inaccurate ),50.0 % ,Satisfactory
278,21,Midstance,17.77%,6.56 (Accurate ),33.01 (Accurate ),27.74 (Accurate ),16.57 (Accurate ),100.0 % ,Good
279,21,Midstance,17.88%,6.06 (Accurate ),23.83 (Accurate ),21.35 (Accurate ),15.8 (Accurate ),100.0 % ,Good
280,21,Terminal Swing,22.36%,5.43 (Accurate ),118.29 (Accurate ),19.64 (Accurate ),12.41 (Accurate ),100.0 % ,Good
281,21,Terminal Swing,22.46%,4.75 (Accurate ),124.63 (Accurate ),19.13 (Accurate ),6.46 (Accurate ),100.0 % ,Good
282,21,Terminal Swing,22.56%,4.12 (Accurate ),138.21 (Inaccurate ),12.66 (Accurate ),6.31 (Accurate ),75.0 % ,Good
283,21,Terminal Swing,22.66%,4.21 (Accurate ),135.95 (Inaccurate ),16.72 (Accurate ),17.8 (Accurate ),75.0 % ,Good
284,22,Midstance,17.74%,3.03 (Inaccurate ),107.8 (Inaccurate ),12.87 (Accurate ),30.76 (Accurate ),50.0 % ,Satisfactory
285,22,Initial Contact,43.04%,0.86 (Inaccurate ),66.07 (Inaccurate ),11.02 (Accurate ),38.65 (Accurate ),50.0 % ,Satisfactory
286,22,Initial Contact,43.06%,-0.48 (Inaccurate ),43.09 (Inaccurate ),21.68 (Accurate ),35.49 (Accurate ),50.0 % ,Satisfactory
287,22,Initial Contact,43.09%,-1.39 (Inaccurate ),26.47 (Accurate ),48.95 (Inaccurate ),29.39 (Accurate ),50.0 % ,Satisfactory
288,22,Initial Contact,43.11%,-2.07 (Inaccurate ),17.4 (Accurate ),79.19 (Inaccurate ),23.96 (Accurate ),50.0 % ,Satisfactory
289,22,Initial Contact,43.13%,-2.3 (Inaccurate ),17.33 (Accurate ),111.15 (Accurate ),20.71 (Accurate ),75.0 % ,Good
290,22,Initial Contact,43.16%,-0.87 (Inaccurate ),14.51 (Accurate ),121.06 (Accurate ),14.61 (Inaccurate ),50.0 % ,Satisfactory
291,22,Initial Contact,43.36%,1.43 (Inaccurate ),24.37 (Accurate ),19.28 (Accurate ),13.64 (Inaccurate ),50.0 % ,Satisfactory
292,22,Initial Contact,43.38%,2.89 (Inaccurate ),22.77 (Accurate ),72.7 (Inaccurate ),5.05 (Inaccurate ),25.0 % ,Should Improve
293,22,Initial Contact,43.58%,5.45 (Accurate ),14.58 (Accurate ),73.33 (Inaccurate ),4.21 (Inaccurate ),50.0 % ,Satisfactory
294,22,Initial Contact,43.77%,6.32 (Accurate ),11.54 (Accurate ),66.57 (Inaccurate ),11.79 (Inaccurate ),50.0 % ,Satisfactory
295,22,Midstance,17.76%,6.5 (Accurate ),19.48 (Accurate ),47.35 (Inaccurate ),14.17 (Accurate ),75.0 % ,Good
296,22,Midstance,17.87%,6.56 (Accurate ),28.14 (Accurate ),27.44 (Accurate ),13.37 (Accurate ),100.0 % ,Good
297,22,Midstance,17.98%,6.43 (Accurate ),55.75 (Inaccurate ),20.24 (Accurate ),10.91 (Accurate ),75.0 % ,Good
298,22,Terminal Swing,22.18%,5.78 (Accurate ),117.05 (Accurate ),22.64 (Accurate ),7.23 (Accurate ),100.0 % ,Good
299,22,Terminal Swing,22.28%,4.78 (Accurate ),132.29 (Accurate ),7.04 (Accurate ),0.26 (Inaccurate ),75.0 % ,Good
300,22,Terminal Swing,22.37%,3.24 (Inaccurate ),136.33 (Inaccurate ),10.1 (Accurate ),10.72 (Accurate ),50.0 % ,Satisfactory
301,22,Terminal Swing,22.47%,2.8 (Inaccurate ),125.49 (Accurate ),44.94 (Accurate ),17.55 (Accurate ),75.0 % ,Good
302,23,Midstance,18.18%,1.05 (Inaccurate ),108.19 (Inaccurate ),17.11 (Accurate ),35.04 (Accurate ),50.0 % ,Satisfactory
303,23,Initial Contact,43.79%,0.15 (Inaccurate ),56.17 (Inaccurate ),35.26 (Accurate ),26.74 (Accurate ),50.0 % ,Satisfactory
304,23,Initial Contact,43.81%,-0.38 (Inaccurate ),43.33 (Inaccurate ),31.57 (Accurate ),39.98 (Accurate ),50.0 % ,Satisfactory
305,23,Initial Contact,43.83%,-0.94 (Inaccurate ),25.45 (Accurate ),54.08 (Inaccurate ),33.24 (Accurate ),50.0 % ,Satisfactory
306,23,Initial Contact,43.85%,-1.02 (Inaccurate ),17.23 (Accurate ),93.57 (Inaccurate ),27.62 (Accurate ),50.0 % ,Satisfactory
307,23,Initial Contact,43.87%,-1.31 (Inaccurate ),17.19 (Accurate ),111.55 (Accurate ),23.31 (Accurate ),75.0 % ,Good
308,23,Initial Contact,43.89%,-0.59 (Inaccurate ),20.23 (Accurate ),119.4 (Accurate ),20.09 (Accurate ),75.0 % ,Good
309,23,Midstance,18.26%,0.98 (Inaccurate ),75.91 (Inaccurate ),12.25 (Accurate ),16.96 (Accurate ),50.0 % ,Satisfactory
310,23,Initial Contact,43.93%,3.55 (Inaccurate ),28.47 (Accurate ),99.71 (Inaccurate ),8.63 (Inaccurate ),25.0 % ,Should Improve
311,23,Initial Contact,43.95%,5.9 (Accurate ),20.23 (Accurate ),82.07 (Inaccurate ),1.68 (Inaccurate ),50.0 % ,Satisfactory
312,23,Initial Contact,44.14%,6.82 (Accurate ),11.95 (Accurate ),70.38 (Inaccurate ),8.29 (Inaccurate ),50.0 % ,Satisfactory
313,23,Initial Contact,44.32%,5.85 (Accurate ),40.93 (Inaccurate ),7.85 (Accurate ),49.9 (Accurate ),75.0 % ,Good
314,23,Midstance,18.28%,5.5 (Accurate ),18.26 (Accurate ),16.99 (Accurate ),13.58 (Accurate ),100.0 % ,Good
315,23,Terminal Swing,22.1%,5.41 (Accurate ),73.79 (Inaccurate ),19.17 (Accurate ),17.23 (Accurate ),75.0 % ,Good
316,23,Terminal Swing,22.19%,5.18 (Accurate ),117.91 (Accurate ),22.17 (Accurate ),7.93 (Accurate ),100.0 % ,Good
317,24,Midstance,18.27%,4.86 (Accurate ),81.72 (Inaccurate ),26.48 (Accurate ),7.22 (Inaccurate ),50.0 % ,Satisfactory
318,24,Terminal Swing,22.2%,4.28 (Accurate ),133.65 (Accurate ),14.16 (Accurate ),12.45 (Accurate ),100.0 % ,Good
319,24,Terminal Swing,22.29%,2.78 (Inaccurate ),129.1 (Accurate ),14.71 (Accurate ),21.48 (Accurate ),75.0 % ,Good
320,25,Terminal Stance,15.24%,1.27 (Inaccurate ),88.84 (Inaccurate ),11.8 (Accurate ),37.49 (Accurate ),50.0 % ,Satisfactory
321,25,Initial Contact,44.62%,0.5 (Inaccurate ),63.87 (Inaccurate ),9.63 (Accurate ),47.43 (Accurate ),50.0 % ,Satisfactory
322,25,Initial Contact,44.64%,-0.41 (Inaccurate ),49.14 (Inaccurate ),29.56 (Accurate ),45.41 (Accurate ),50.0 % ,Satisfactory
323,25,Initial Contact,44.65%,-0.42 (Inaccurate ),40.15 (Inaccurate ),4.71 (Inaccurate ),37.35 (Accurate ),25.0 % ,Should Improve
324,25,Terminal Swing,22.1%,0.02 (Inaccurate ),90.47 (Inaccurate ),8.61 (Accurate ),13.15 (Accurate ),50.0 % ,Satisfactory
325,26,Initial Contact,44.69%,-0.03 (Inaccurate ),10.0 (Accurate ),118.52 (Accurate ),17.84 (Accurate ),75.0 % ,Good
326,26,Initial Contact,44.7%,0.76 (Inaccurate ),19.97 (Accurate ),45.6 (Inaccurate ),18.07 (Accurate ),50.0 % ,Satisfactory
327,26,Initial Contact,44.72%,2.73 (Inaccurate ),26.38 (Accurate ),26.83 (Accurate ),15.82 (Accurate ),75.0 % ,Good
328,26,Initial Contact,44.74%,5.35 (Accurate ),21.94 (Accurate ),92.08 (Inaccurate ),6.38 (Inaccurate ),50.0 % ,Satisfactory
329,26,Initial Contact,44.75%,7.77 (Accurate ),16.22 (Accurate ),85.35 (Inaccurate ),1.68 (Inaccurate ),50.0 % ,Satisfactory
330,26,Midstance,18.31%,9.28 (Accurate ),26.82 (Accurate ),59.32 (Inaccurate ),2.98 (Inaccurate ),50.0 % ,Satisfactory
331,26,Midstance,18.4%,8.6 (Accurate ),34.92 (Accurate ),39.1 (Accurate ),9.64 (Inaccurate ),75.0 % ,Good
332,26,Terminal Swing,21.87%,7.92 (Accurate ),80.97 (Inaccurate ),20.06 (Accurate ),9.22 (Accurate ),75.0 % ,Good
333,26,Terminal Swing,21.95%,8.11 (Accurate ),112.96 (Accurate ),21.3 (Accurate ),6.73 (Accurate ),100.0 % ,Good
334,26,Terminal Swing,22.04%,7.98 (Accurate ),129.79 (Accurate ),25.99 (Accurate ),2.95 (Inaccurate ),75.0 % ,Good
335,26,Terminal Swing,22.12%,6.98 (Accurate ),130.07 (Accurate ),27.32 (Accurate ),17.78 (Accurate ),100.0 % ,Good
336,26,Terminal Swing,22.21%,5.32 (Accurate ),143.57 (Inaccurate ),23.23 (Accurate ),18.83 (Accurate ),75.0 % ,Good
337,27,Terminal Stance,14.91%,3.58 (Inaccurate ),102.81 (Inaccurate ),14.34 (Accurate ),31.61 (Accurate ),50.0 % ,Satisfactory
338,27,Terminal Stance,15.02%,2.23 (Inaccurate ),70.42 (Accurate ),11.01 (Accurate ),42.2 (Accurate ),75.0 % ,Good
339,27,Initial Contact,44.76%,0.52 (Inaccurate ),53.01 (Inaccurate ),19.48 (Accurate ),44.85 (Accurate ),50.0 % ,Satisfactory
340,27,Initial Contact,44.78%,0.04 (Inaccurate ),33.02 (Accurate ),38.13 (Accurate ),38.01 (Accurate ),75.0 % ,Good
341,27,Initial Contact,44.79%,-0.32 (Inaccurate ),20.67 (Accurate ),72.64 (Inaccurate ),32.19 (Accurate ),50.0 % ,Satisfactory
342,27,Initial Contact,44.81%,0.13 (Inaccurate ),22.22 (Accurate ),109.52 (Accurate ),30.3 (Accurate ),75.0 % ,Good
343,27,Initial Contact,44.82%,0.7 (Inaccurate ),26.29 (Accurate ),131.73 (Accurate ),27.03 (Accurate ),75.0 % ,Good
344,27,Initial Contact,44.84%,1.96 (Inaccurate ),22.28 (Accurate ),96.56 (Accurate ),17.81 (Accurate ),75.0 % ,Good
345,27,Initial Contact,44.85%,4.92 (Accurate ),23.11 (Accurate ),91.9 (Inaccurate ),11.87 (Inaccurate ),50.0 % ,Satisfactory
346,27,Initial Contact,44.87%,7.3 (Accurate ),15.95 (Accurate ),83.23 (Inaccurate ),2.87 (Inaccurate ),50.0 % ,Satisfactory
347,27,Initial Contact,45.03%,7.65 (Accurate ),7.9 (Accurate ),64.31 (Inaccurate ),6.34 (Inaccurate ),50.0 % ,Satisfactory
348,27,Midstance,18.22%,7.23 (Accurate ),20.14 (Accurate ),46.49 (Inaccurate ),9.7 (Inaccurate ),50.0 % ,Satisfactory
349,27,Midstance,18.31%,7.11 (Accurate ),47.87 (Inaccurate ),25.94 (Accurate ),8.33 (Inaccurate ),50.0 % ,Satisfactory
350,27,Terminal Swing,21.88%,6.93 (Accurate ),82.59 (Inaccurate ),20.1 (Accurate ),6.49 (Accurate ),75.0 % ,Good
351,27,Terminal Swing,21.97%,6.31 (Accurate ),112.82 (Accurate ),18.87 (Accurate ),2.87 (Inaccurate ),75.0 % ,Good
352,27,Terminal Swing,22.05%,6.15 (Accurate ),127.14 (Accurate ),10.69 (Accurate ),8.39 (Accurate ),100.0 % ,Good
353,27,Terminal Swing,22.13%,5.32 (Accurate ),139.6 (Inaccurate ),12.01 (Accurate ),16.4 (Accurate ),75.0 % ,Good
354,27,Terminal Swing,22.21%,4.09 (Accurate ),132.61 (Accurate ),19.29 (Accurate ),28.31 (Accurate ),100.0 % ,Good
355,28,Terminal Stance,14.71%,2.98 (Inaccurate ),78.81 (Inaccurate ),15.95 (Accurate ),42.02 (Accurate ),50.0 % ,Satisfactory
356,28,Initial Contact,45.3%,0.94 (Inaccurate ),62.74 (Inaccurate ),14.25 (Accurate ),50.46 (Accurate ),50.0 % ,Satisfactory
357,28,Initial Contact,45.31%,-0.03 (Inaccurate ),46.64 (Inaccurate ),20.87 (Accurate ),48.19 (Accurate ),50.0 % ,Satisfactory
358,28,Initial Contact,45.33%,-0.44 (Inaccurate ),31.45 (Accurate ),49.91 (Inaccurate ),42.26 (Accurate ),50.0 % ,Satisfactory
359,28,Initial Contact,45.34%,-1.05 (Inaccurate ),23.26 (Accurate ),90.32 (Inaccurate ),33.24 (Accurate ),50.0 % ,Satisfactory
360,28,Initial Contact,45.35%,-0.62 (Inaccurate ),21.9 (Accurate ),120.47 (Accurate ),27.02 (Accurate ),75.0 % ,Good
361,28,Initial Contact,45.37%,0.44 (Inaccurate ),22.28 (Accurate ),127.33 (Accurate ),22.32 (Accurate ),75.0 % ,Good
362,28,Initial Contact,45.38%,3.26 (Inaccurate ),28.36 (Accurate ),86.57 (Inaccurate ),19.41 (Accurate ),50.0 % ,Satisfactory
363,28,Initial Contact,45.39%,5.29 (Accurate ),18.63 (Accurate ),89.05 (Inaccurate ),7.38 (Inaccurate ),50.0 % ,Satisfactory
364,28,Initial Contact,45.4%,6.88 (Accurate ),16.25 (Accurate ),74.74 (Accurate ),0.4 (Inaccurate ),75.0 % ,Good
365,28,Midstance,18.06%,6.36 (Accurate ),6.49 (Accurate ),59.51 (Inaccurate ),10.81 (Accurate ),75.0 % ,Good
366,28,Midstance,18.14%,6.75 (Accurate ),25.94 (Accurate ),35.6 (Accurate ),11.36 (Accurate ),100.0 % ,Good
367,28,Midstance,18.23%,5.63 (Accurate ),57.06 (Inaccurate ),27.76 (Accurate ),10.25 (Accurate ),75.0 % ,Good
368,28,Terminal Swing,21.9%,5.83 (Accurate ),91.56 (Inaccurate ),18.25 (Accurate ),6.05 (Accurate ),75.0 % ,Good
369,28,Terminal Swing,21.98%,5.3 (Accurate ),117.87 (Accurate ),17.63 (Accurate ),1.0 (Inaccurate ),75.0 % ,Good
370,28,Terminal Swing,22.05%,4.74 (Accurate ),99.95 (Accurate ),1.26 (Accurate ),11.69 (Accurate ),100.0 % ,Good
371,28,Terminal Swing,22.13%,4.54 (Accurate ),129.11 (Accurate ),17.91 (Accurate ),22.36 (Accurate ),100.0 % ,Good
372,29,Terminal Stance,14.44%,2.56 (Inaccurate ),35.9 (Accurate ),10.93 (Accurate ),13.42 (Inaccurate ),50.0 % ,Satisfactory
373,29,Initial Contact,45.65%,1.96 (Inaccurate ),56.01 (Inaccurate ),11.68 (Accurate ),47.19 (Accurate ),50.0 % ,Satisfactory
374,29,Initial Contact,45.8%,1.33 (Inaccurate ),35.71 (Accurate ),14.31 (Accurate ),22.26 (Accurate ),75.0 % ,Good
375,29,Initial Contact,45.81%,0.22 (Inaccurate ),34.45 (Accurate ),28.33 (Accurate ),41.43 (Accurate ),75.0 % ,Good
376,29,Initial Contact,45.82%,-0.4 (Inaccurate ),21.8 (Accurate ),59.87 (Inaccurate ),34.43 (Accurate ),50.0 % ,Satisfactory
377,29,Initial Contact,45.83%,-0.13 (Inaccurate ),20.11 (Accurate ),94.14 (Inaccurate ),30.45 (Accurate ),50.0 % ,Satisfactory
378,29,Initial Contact,45.84%,-0.37 (Inaccurate ),20.34 (Accurate ),103.79 (Accurate ),24.21 (Accurate ),75.0 % ,Good
